MAE,RMSE
1.4100000000000001,1.977371993328519
1.035,1.4577379737113252
1.205,1.6926310879810755
0.8800000000000001,1.1704699910719625
0.8049999999999999,1.0222524150130436
1.965,3.33391661563393
1.515,2.466779276708802
4.88,8.091971329657564
0.6700000000000002,0.8185352771872451
0.75,0.9219544457292888
0.7300000000000001,0.8888194417315589
0.7050000000000001,0.8573214099741123
0.84,0.9219544457292888
0.82,1.004987562112089
0.895,1.2103718436910205
0.955,1.3171939872319491
0.7949999999999999,0.9354143466934853
0.69,0.8602325267042626
0.995,1.4713938969562161
0.7249999999999999,0.874642784226795
0.9149999999999999,1.1979148550710939
1.915,2.9538110975483858
2.3499999999999996,3.0675723300355937
2.5199999999999996,3.907684736515985
4.755,5.700438579618239
1.48,2.027313493271329
1.265,1.8452642087245936
3.3099999999999996,5.232590180780452
2.575,3.3933759001914305
0.9650000000000001,1.3509256086106296
0.8700000000000001,1.1224972160321824
3.93,6.8425141578224
0.8649999999999999,1.1895377253370318
0.75,0.9165151389911681
0.97,1.396424004376894
0.73,0.8544003745317531
0.7849999999999999,0.8860022573334675
0.9299999999999999,1.2569805089976536
0.8150000000000001,1.0074720839804943
0.775,1.0511898020814319
0.8150000000000001,1.0606601717798212
0.9099999999999999,1.2206555615733703
2.4999999999999996,3.3734255586866
1.885,2.5951878544721962
0.74,0.8602325267042626
1.0799999999999998,1.4628738838327795
0.7849999999999999,0.8860022573334675
0.7549999999999999,0.9137833441248533
1.7599999999999998,2.4738633753705965
0.7050000000000001,0.8689073598491384
0.84,1.019803902718557
0.66,0.8306623862918076
1.0,1.3527749258468684
0.595,0.8031189202104505
0.695,0.8336666000266533
0.79,0.9539392014169457
0.7000000000000001,0.8485281374238571
0.7350000000000001,0.9354143466934853
0.74,0.8831760866327847
0.8700000000000001,1.058300524425836
0.9749999999999999,1.3874436925511606
0.7150000000000001,0.8573214099741124
0.73,0.9643650760992956
0.7450000000000001,0.8689073598491384
0.685,0.982344135219425
1.35,1.8894443627691184
1.6199999999999999,2.2891046284519194
1.545,2.1783020910791966
1.73,2.445403852127497
0.7899999999999999,1.1916375287812986
1.7999999999999998,2.495996794869737
0.7650000000000001,0.8803408430829506
0.95,1.296148139681572
0.7,0.848528137423857
0.77,0.9797958971132712
0.8400000000000001,1.1704699910719625
0.94,1.2449899597988732
