Macro-F1,Micro-F1
0.08881578947368421,0.08881578947368421
0.01762114537444934,0.017621145374449337
0.26476578411405294,0.26476578411405294
0.3761755485893417,0.3761755485893417
0.1890547263681592,0.1890547263681592
0.5727355901189387,0.5727355901189387
0.012698412698412698,0.012698412698412697
0.04975124378109453,0.04975124378109453
0.0,-1.0
0.3793103448275862,0.3793103448275862
0.41939463655323606,0.7160416666666667
0.25749785657240537,0.34573241061130333
0.41358024691358025,0.700925925925926
0.4223615615005749,0.7171296296296297
0.32232286025405715,0.46634615384615385
0.36624370885015245,0.5630050505050505
0.4059898895337952,0.6724264705882353
0.4528685983236387,0.8077380952380953
0.2705149521758518,0.3538359788359789
0.4101329500538987,0.6833333333333333
0.4261305214925023,0.7148148148148148
0.45948221095881253,0.8141447368421053
-1.0,-1.0
0.35418368088495544,0.5367324561403509
0.4012255236775571,0.6435905103668261
0.4628419020619037,0.7287326388888888
0.46103804203419413,0.765542328042328
0.3561819755695078,0.5227736928104575
0.399367086913103,0.607473544973545
0.38124564788472004,0.5948322510822511
0.29316133535851896,0.401953125
0.4523255813953489,0.7955729166666666
0.4140618159530689,0.6838624338624338
0.4134695220340576,0.6694711538461539
0.4341490209566736,0.7589285714285714
0.4602099505288984,0.8381944444444445
0.18034894673105387,0.21338383838383837
0.4369391217228693,0.7020502645502645
0.4245335053960391,0.7083333333333334
0.4237479759703366,0.7040343915343915
0.3731823804371243,0.5699404761904762
0.28382512961659095,0.38058035714285715
0.3417184221026436,0.515229044834308
0.05515780055400723,0.05555555555555555
0.3135065645967936,0.44560185185185186
0.3642430296198534,0.5458916083916084
0.40278601398601405,0.6380208333333334
0.44801142160942686,0.7913995726495725
0.4563793223892544,0.826255980861244
0.30941482975266543,0.4388020833333333
0.47867817704088655,0.9075520833333334
0.24727722947398212,0.3235677083333333
0.32520539090352923,0.46387987012987014
0.3838144722985891,0.6137152777777778
0.3879226540098521,0.63
0.4257105038727435,0.7348710317460317
0.4390728192645125,0.7789502164502164
0.4096597735593029,0.6670875420875421
0.36508034562905883,0.5594135802469136
0.4184628230421009,0.6916666666666667
0.3461293004278265,0.5073051948051948
0.39114493370129777,0.6364795918367347
0.3111097727563377,0.4336309523809524
0.3953417941172859,0.6481481481481481
0.3428369795342272,0.5163817663817664
0.33445503663262705,0.4725378787878788
0.23890013402014224,0.288265306122449
0.06395114500906043,0.06475694444444445
0.32911492213680266,0.46185064935064934
0.4087233371607568,0.674074074074074
0.3126149665551839,0.4192890442890443
0.3870918822941921,0.6257284382284383
0.4277816800754863,0.7211538461538461
0.31914294513616964,0.46594551282051283
0.30127495018717826,0.4222222222222222
-1.0,-1.0
0.40182523056177616,0.6332671957671958
