MAE,RMSE
0.49971889442121475,0.5465513991252912
0.4920215875330106,0.5374483550550568
0.5005003163512325,0.5455810136110961
0.500581123459507,0.5498183837082514
0.48206340091329225,0.5283561397053141
0.5099306778169015,0.5567558423833376
0.4979798222931338,0.5450075328610449
0.5223543408890845,0.5701206921757327
0.06514093626133152,0.2552270070589542
0.492961187807607,0.5617544508420519
0.5023399675396127,0.5468238008353227
0.4843027893926056,0.5365556335435434
0.494659853653169,0.537966434427757
0.4991798938160211,0.5466347563903153
0.5091943875165053,0.5570245722729926
0.5236128686179577,0.5757061345152173
0.478180361465669,0.5229705000746215
0.4958586357009243,0.5455282665600902
0.5016513878191021,0.5496973516941577
0.4761919908120599,0.522813791877653
0.52270722725022,0.570427597317439
0.48907341755611794,0.5368708604797425
0.49025500660211274,0.5375856397534364
0.4981414365096831,0.5478366977071096
0.5012447733274648,0.5527541921612651
0.49001559405259687,0.537682269981583
0.4902180416483275,0.5389814395698093
0.5096487125880282,0.5525657203992612
0.49740385673415494,0.5421065878831154
0.508607676331426,0.552418754955568
0.4941518004511444,0.5372075656126671
0.51349306778169,0.5557361611625026
0.5115296269806338,0.5598580607669575
0.49474581866197176,0.5397804059962474
0.4703833351672535,0.5191212775318297
0.485900449081206,0.5328972229315898
0.47896608164612675,0.5260263614629448
0.49091349856954225,0.5429549165695757
0.49266933387433975,0.5398996837505676
0.48498621121258806,0.5356079455026654
0.5050268038897447,0.5498321239489298
0.49697102291483275,0.5423273424712529
0.5123995928697183,0.5616260964995975
0.4754763321137764,0.5186654267560391
0.5357408120598591,0.575002952236392
0.5043145837918133,0.5520754382406734
0.46382936289612675,0.5129256077026908
0.48735798580545775,0.5289978646702207
0.5096482827629842,0.5511934640060276
0.5195995921819982,0.5690231600394128
0.5095588791538292,0.5546625405462167
0.48492689535651406,0.5363183473772468
0.5150961002833406,0.5569699137739614
0.4878196179027289,0.5367164989977702
0.4791105028609155,0.5267993614443639
0.5029859945807659,0.5501113339743393
0.4965166978433099,0.541738497275434
0.49745199713908456,0.54434673055124
0.4958031882702465,0.5414984909699784
0.5144769373074384,0.5551707392886106
0.5044357944542254,0.5537376316829198
0.4895750233824824,0.531699966236115
0.4939161488707636,0.5408279833263874
0.46664557658450706,0.5233857901345521
0.5081314301826584,0.5482175726418849
0.5029451612015845,0.5504197952386122
0.5014665630501761,0.5514798594572231
0.5022797920334507,0.5444180966982585
0.5049262248294454,0.5479132399754642
0.5107924770301496,0.5526852074919675
0.5047169000330106,0.5464699252369802
0.5047332333846831,0.5488937252300528
0.5073899819817341,0.546170727529394
0.5105087925011004,0.5496325527465893
0.5027508802816901,0.549647750713013
0.4909272529709507,0.5405563837282019
0.4988472092319542,0.5463108028778394
