Macro-F1,Micro-F1
0.022891294765960107,0.022831545103139336
0.023171945226385413,0.02389024678703777
0.026982936981603013,0.027448472625313594
0.010363906720462997,0.010987114588127013
0.011565299901068695,0.012484491315136478
0.04863095680567396,0.03812611806797853
0.02069829976391197,0.02108659762869578
0.03625199374710718,0.033382911915385886
0.0017168055069336522,0.0017240977610027725
0.008544214038035227,0.009152985616736888
0.006032875582542844,0.006332895208507588
0.0027393663608135266,0.002793017456359102
0.005539964806717578,0.0057706462534962465
0.018966553931470828,0.02005539108012606
0.02477105652884412,0.026864289022695696
0.01448683269455707,0.015390180538656319
0.007463103577514095,0.007499697592838998
0.0028441229410575983,0.002857213231853001
0.037469484644026455,0.03836429592173244
-1.0,-1.0
0.015131963056474277,0.015789058182679405
0.028616398795317226,0.028429992279395067
0.048027249075534545,0.04213122334686328
0.029539704795366627,0.028626898625756594
0.03840036006918175,0.037547493108843026
0.025144045071370115,0.024360453280857706
0.037642696500011105,0.036335483870967744
0.05694313966882002,0.045243994398362596
0.041249071253438005,0.03795977136873337
0.03385311355824884,0.032712215320910974
0.016952191617640458,0.01775096940973718
0.04873540052666127,0.04398663697104677
0.015107673202596513,0.016226056672471106
0.009031463261502875,0.009832697387731142
0.01686973111307409,0.017999250031248696
0.0026810440455175178,0.0026879851697369944
0.007613591159314708,0.007818494026524424
0.01936869794631558,0.019652039163203495
0.012068986408336382,0.012548262548262546
0.015583408317459113,0.01659372026641294
0.011304519332558279,0.011775687513463058
0.01951267195637826,0.019697680291496808
0.034988297143636896,0.03250145095763204
0.0447141346856392,0.041433868974042026
0.008008314064549283,0.008175027936246545
0.02730421514770383,0.02609995921881372
0.001739775263893996,0.0017472197955280616
0.008650577264884902,0.009047741273100615
0.04328924494724929,0.04040294037571467
0.008396611019808585,0.00872277917436472
0.0121948638183865,0.013173073344993116
0.007026100759457154,0.007118467503906475
0.025796356503132844,0.026390899689762153
0.009856971084136672,0.010648742542104071
0.003461859555940699,0.0035398230088495575
0.013778948623096003,0.01422271661833062
0.00569728138954617,0.005851375073142188
0.012931167180244132,0.012683140170566367
0.006109012274037585,0.006780735107731306
0.012938155031981213,0.013246129646493913
0.044464314873526395,0.04565217391304348
0.005679103230941736,0.005934369399806105
0.022036933496398715,0.023043686989918388
0.010152373580543574,0.010717751803873582
0.011299622602679553,0.0118520448033342
0.03193206551910071,0.03057889822595705
0.037625448366227575,0.035906484340538156
0.032211093778679575,0.031190377436748233
0.04863613822930539,0.04419124693855819
0.018574197432394343,0.01927331358506131
0.04304186445688453,0.04086074697007173
0.007358887896314732,0.007716590669940372
0.02170181748787845,0.02226919302483581
0.0036231860234406973,0.0036611261624075564
0.011653195301589543,0.011817597944765574
0.01167068060194558,0.013457517582208707
0.014503258486910555,0.015304517977567348
