Macro-F1,Micro-F1
0.4563575958924796,0.595
0.4171626984126984,0.53
0.443749130858017,0.6
0.44511986034477385,0.555
0.35499875961299926,0.415
0.3929091792132102,0.5
0.36755952380952384,0.49
0.36609496726798785,0.465
0.3479623824451411,0.48
0.44660432209029455,0.605
0.3778502612424874,0.485
0.4472956968022108,0.58
0.4292237442922374,0.55
0.43706745256465446,0.575
0.4352457964317803,0.56
0.4666666666666667,0.6
0.4171626984126984,0.53
0.4282744282744283,0.56
0.44511986034477385,0.555
0.4736149493354389,0.6
0.40266451894358873,0.555
0.4352457964317803,0.56
0.454702329594478,0.605
0.4079820353169338,0.565
0.37123244209858386,0.455
0.435347261434218,0.6
0.4026645189435886,0.555
0.4050537739858129,0.545
0.489911218724778,0.605
0.4295634920634921,0.54
0.4295634920634921,0.54
0.44147644487615345,0.54
0.4802494802494802,0.6
0.4676874308442238,0.555
0.4370674525646545,0.575
0.42666666666666664,0.57
0.4224104736234116,0.55
0.39117199391172,0.52
0.4352457964317803,0.56
0.4511702986279257,0.575
0.42984285912946735,0.59
0.4757834757834758,0.54
0.4993742177722153,0.64
0.4577525437785079,0.575
0.45361826129188926,0.55
0.3905642534412105,0.565
0.47290174347884845,0.61
0.4080854309687262,0.515
0.40266451894358873,0.555
0.4224104736234116,0.55
0.382769461509619,0.465
0.41716269841269843,0.53
0.43810235072370995,0.605
0.437187120471578,0.525
0.44293432665525695,0.585
0.4,0.55
0.4080854309687262,0.515
0.3973310374515713,0.545
0.45361826129188926,0.55
0.4201814271018423,0.535
0.45690312738367667,0.555
0.4775615626192362,0.555
0.4038559107052258,0.53
0.4370674525646545,0.575
0.42028985507246375,0.525
0.3973310374515713,0.545
0.42984285912946735,0.59
0.4080854309687262,0.515
0.41360068097985436,0.535
0.39542657989259933,0.575
0.3714721586575133,0.485
0.36276213648476424,0.45
0.4545915778792491,0.57
0.38837920489296635,0.515
0.4563575958924796,0.595
0.40771221048037654,0.525
0.414091993597294,0.515
