Macro-F1,Micro-F1
0.6621642150573359,0.7050359712230214
0.6481777215882958,0.6867305061559509
0.5795067078141037,0.6675749318801091
0.24967003293537293,0.3709273182957394
0.22721645100250146,0.2950819672131148
0.5313979384249374,0.5714285714285715
0.5990325861882644,0.6549560853199499
0.45237270069519864,0.48037676609105184
0.04206215554194734,0.04416403785488959
0.22912917416783868,0.29152542372881357
0.22580545355822226,0.3181818181818182
0.10831331451109644,0.09859154929577464
0.20643219122505418,0.2616279069767442
0.38333233538732175,0.47222222222222227
0.46124106890209393,0.5699481865284974
0.24114974965762448,0.40871934604904625
0.26250421858930373,0.3492063492063492
0.032172553540858746,0.04878048780487805
0.36105251535045146,0.4710578842315369
0.24569651923434396,0.25542168674698795
0.2742681317966656,0.396039603960396
0.5388112181329668,0.5889884763124199
0.5961238743985684,0.6378653113087674
0.5767341153990411,0.6292428198433421
0.637969017937065,0.705336426914153
0.4801927291329835,0.5845648604269293
0.5171433466381863,0.5852090032154341
0.6739414232446678,0.7322654462242563
0.6477078404935989,0.690223792697291
0.4997268263159032,0.6217616580310882
0.40775797704276673,0.4968152866242038
0.5878047998577338,0.6333771353482259
0.3916715991568365,0.4835164835164835
0.24297638495797735,0.3119777158774373
0.44201469175539093,0.5220729366602687
0.08752704943974228,0.09895833333333334
0.20780953813211878,0.2185430463576159
0.508868984928821,0.5393634840871021
0.2649169999515244,0.3087248322147651
0.3886730775722256,0.44692737430167595
0.2879212162106899,0.3364485981308411
0.5524463610020675,0.5908372827804106
0.7321756136946381,0.7793633369923161
0.700574002867937,0.7455357142857143
0.24111197539680662,0.2568306010928962
0.5116211624245477,0.5654281098546042
0.049999999999999996,0.061224489795918366
0.26944647926546583,0.29411764705882354
0.5832144741831856,0.6031746031746031
0.19829677246405727,0.22686567164179103
0.367640523048382,0.4110671936758894
0.15866086382456146,0.18604651162790697
0.44669721919083705,0.5836298932384342
0.15547105069667558,0.16986301369863013
0.07240057296932928,0.15476190476190477
0.32551201825799236,0.3764172335600907
0.2240823644933885,0.24521072796934867
0.3478090318207218,0.38990825688073394
0.1771822056192781,0.20668693009118544
0.3458593082294559,0.37149028077753776
0.49532064193546455,0.5925925925925926
0.15905756302672186,0.18181818181818182
0.38374366295310786,0.44701348747591524
0.18013617730652254,0.19662921348314605
0.41499730549478836,0.4716981132075472
0.6494233889492622,0.6989528795811518
0.6132101910271466,0.673469387755102
0.6273968943671779,0.6582278481012659
0.6937456630889791,0.7361268403171009
0.4547445233795582,0.5454545454545455
0.7067918484371996,0.7472035794183445
0.26965035529277015,0.3143631436314363
0.39079345874969446,0.5118110236220472
0.10080964371137147,0.14393939393939395
0.2929211423077859,0.3571428571428571
0.3463129175282245,0.4742268041237114
0.31098087782967354,0.4258373205741627
