MAE,RMSE
1.024432255573917,1.0601820768505574
1.0161939041699386,1.035626861363632
1.0173685881101522,1.050196527053062
1.027177623963041,1.0578447719002164
1.0225713574979967,1.0468738391925092
1.024576747056861,1.0854466427932445
0.9688769933885147,0.9972419312440826
0.9563281859523065,1.0816082721859772
1.0049344741439978,1.0052048600844132
1.0132015094900808,1.0234122980918983
1.006515376089426,1.0110839387880703
1.0174318574704664,1.0285557926083913
1.0342526004677361,1.049559039058375
1.016980181354134,1.0354337641865374
1.0113234203581973,1.03490733901434
0.9957431720012986,1.0084876228657589
1.003152899577245,1.0117932558423495
1.0231463864123305,1.0381882292393676
1.0102025238132994,1.0295348142208895
1.00555361704683,1.0175130302459203
1.0326816667099452,1.0590914059230685
1.0741030582079085,1.1511396944081436
-1.0,
1.0421414563634837,1.079333919447299
1.0159000123485329,1.0410365877309296
0.9858781425269858,1.0494086490096188
1.0013937339511891,1.0328627956887002
1.0433822597700113,1.1215111176514685
1.0304275993635732,1.094995224323103
0.9981976223026515,1.0120998778031849
0.9638685820154123,0.9839261642924819
0.9378990128662945,1.1080680745938156
1.082211557160603,1.1629178450279656
1.0306840294892072,1.055791078695916
1.0429552756326874,1.0934194145455722
0.99460059089367,1.0019892410780398
0.9684077719427353,1.0045850130498417
1.0027036347902767,1.0237416275165663
1.0436455158195925,1.0745360241028532
1.0031549859809676,1.0248532602975693
0.9859180260571858,1.0007165412887937
1.0039733526931005,1.0213515054877464
1.0303594046780558,1.0547761810530305
0.9892483466691923,1.039951286388383
0.9712640562487753,0.9760629340296085
0.9897332134972727,1.0074410553890094
0.9667597410301569,0.9676559143505548
1.01521524453578,1.0288711127789054
1.0228160055828264,1.0451143264065146
1.003372214929785,1.0154304983241274
1.0233453661900112,1.0414233754972226
0.9950498721382179,1.0022123999996553
1.005625730791348,1.0234749990777516
1.0105512309234204,1.0289693362695527
1.0026019530419212,1.0139773013782662
1.0284377771575375,1.0505422060894791
1.0245522585788018,1.0419154464437093
1.0221044579740155,1.042207174092518
1.0127581549154239,1.0283910783433685
1.0114380801519887,1.0287545218993484
0.9982191233911042,1.0124391840318043
0.9880336125030892,1.0039423757697234
1.0126064125249379,1.0294166385294965
1.0070963676849192,1.0151205087168755
1.0260524122002475,1.092471288413818
0.9865698167963963,1.0064235419120608
1.0079493284593248,1.0380635740567632
0.9934546676243428,1.0108544973568452
1.0100204012973606,1.0344107719820796
1.0131227559331935,1.0240536960051694
0.9934934629660112,1.0198793525299557
1.0078729002038016,1.0125997420353068
1.0154644029028714,1.0322209782562726
0.9929237892130105,0.9929399100234859
1.0080749063638674,1.0173436088980268
-1.0,
1.0190120539257908,1.0596792878589378
