Macro-F1,Micro-F1
0.45146229395484305,0.4731182795698925
0.4015658566234148,0.41391941391941395
0.3611936208162655,0.40307101727447214
0.33029845095385135,0.39722863741339487
0.32977484452335265,0.3811881188118812
0.4980991855667171,0.5111492281303602
0.40822020102027673,0.45506692160611856
0.44114486045095475,0.4798761609907121
0.0944630322563024,0.11469534050179211
0.2792533560951375,0.31351351351351353
0.24321937461425247,0.29545454545454547
0.151403817987047,0.16666666666666669
0.24913174394102208,0.27485380116959063
0.34615574864114484,0.37610619469026557
0.37676101064183165,0.40159045725646125
0.3886195880381927,0.4476987447698745
0.3545197676263415,0.38287153652392947
0.1649328425986021,0.1920529801324503
0.48641821115394807,0.5109983079526228
0.3218218562847719,0.3282828282828283
0.34080188869448325,0.3624161073825503
0.4088621739781956,0.4324324324324324
0.5448529190678497,0.558282208588957
0.5101684626134002,0.5436893203883495
0.5520742601835191,0.5576407506702412
0.5016319435444714,0.5242070116861435
0.4640543505577758,0.478920741989882
0.5430783318197369,0.5602409638554215
0.5332761812634403,0.5535714285714286
0.44726604618846,0.4767025089605735
0.37553331521499644,0.4053452115812918
0.4620679947462685,0.49921507064364207
0.3228796506015267,0.3616071428571429
0.2602646122598128,0.30079155672823216
0.33925416700640715,0.3965141612200436
0.11633772542157635,0.14666666666666667
0.2277087070326142,0.2349570200573066
0.44958796075097746,0.4760076775431861
0.32009149356895455,0.34549878345498786
0.3735344514927278,0.4155844155844156
0.33363608852096716,0.3842364532019704
0.3839414263678032,0.41015625000000006
0.5300537407016348,0.5507246376811594
0.5470557779079763,0.5537065052950076
0.25486710075610275,0.2691292875989446
0.44307686229964627,0.45660377358490567
0.11874749899959985,0.14285714285714285
0.34111350535769136,0.35937499999999994
0.47887374400489147,0.495114006514658
0.2772158703612324,0.31606217616580307
0.3410029124859506,0.3971631205673759
0.2849051744522636,0.3206521739130435
0.4576128091484886,0.4777183600713013
0.2436326638394409,0.289405684754522
0.1817638854761582,0.20447284345047922
0.3111478354371542,0.3412322274881517
0.2420869019895036,0.26666666666666666
0.37629276650277066,0.4008438818565401
0.23072378551101955,0.26666666666666666
0.31555259458912865,0.3432835820895523
0.47878905410111794,0.4991394148020655
0.21689226699777842,0.25146198830409355
0.41205123403689436,0.44978165938864634
0.3124828726478861,0.34594594594594597
0.3195941066113345,0.39719626168224303
0.536434633966175,0.5414710485133021
0.5069589909971484,0.5423728813559323
0.5087940125334014,0.5348460291734197
0.5595405309775077,0.5753424657534246
0.4200330308859376,0.4525252525252525
0.5424773406820582,0.562691131498471
0.31405427006113507,0.3333333333333333
0.4750401539510594,0.4971751412429379
0.19756484650637876,0.21864951768488747
0.3382531280115546,0.3867924528301887
0.33328616352201257,0.3847980997624703
0.2995079182084786,0.33405639913232105
